    time     gap  src>dst   cmd   reg   len  ok
   9.677    0.1ms  21>20     65    00    5    ok
   9.727   50.1ms  21>20     65    00    5    ok
   9.727    0.1ms  21>20     65    00    5    ok
   9.727    0.0ms  21>20     65    00    5    ok
   9.780  102.9ms  21>20     64    00    7    ok
   9.780  103.0ms  20>21     64    00    6    ok
   9.780   52.8ms  21>20     65    00    5    ok
   9.830   50.3ms  21>20     65    00    5    ok
   9.830    0.1ms  21>20     65    00    5    ok
   9.830    0.0ms  21>20     65    00    5    ok
   9.884  103.9ms  21>20     64    00    7    ok
   9.884  103.9ms  20>21     64    00    6    ok
   9.884   53.5ms  21>20     65    00    5    ok
   9.935   51.7ms  21>20     65    00    5    ok
   9.935    0.0ms  21>20     65    00    5    ok
   9.935    0.0ms  21>20     65    00    5    ok
   9.987  103.6ms  21>20     64    00    7    ok
   9.987  103.6ms  20>21     64    00    6    ok
   9.987   51.8ms  21>20     65    00    5    ok
   9.987    0.0ms  21>20     65    00    5    ok
  10.037   50.1ms  21>20     65    00    5    ok
  10.037    0.0ms  21>20     65    00    5    ok
  10.087  100.4ms  21>20     64    00    7    ok
  10.087  100.4ms  20>21     64    00    6    ok
  10.088   50.2ms  21>20     65    00    5    ok
  10.088    0.0ms  21>20     65    00    5    ok
  10.140   52.7ms  21>20     65    00    5    ok
  10.140    0.0ms  21>20     65    00    5    ok
  10.191  103.5ms  21>20     64    00    7    ok
  10.191  103.5ms  20>21     64    00    6    ok
